PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
714,1,1,Passenger 714,male,,0,2,TKT10714,147.67,,
109,1,1,Passenger 109,female,,1,2,TKT10109,187.27,,S
349,0,1,Passenger 349,male,,3,0,TKT10349,39.13,C40,C
88,0,2,Passenger 88,male,44,4,3,TKT10088,158.9,C39,Q
1284,1,2,Passenger 1284,female,,1,2,TKT11284,40.4,,S
701,0,3,Passenger 701,female,,2,1,TKT10701,166.68,,Q
1251,1,3,Passenger 1251,female,,3,2,TKT11251,109.97,,S
224,0,3,Passenger 224,female,,2,2,TKT10224,133.8,,S
1261,0,3,Passenger 1261,female,13,2,0,TKT11261,73.12,C127,
1544,0,2,Passenger 1544,male,,4,0,TKT11544,137.98,C28,C
970,1,1,Passenger 970,female,,0,2,TKT10970,104.6,C140,Q
1234,1,2,Passenger 1234,male,,3,2,TKT11234,76.21,,S
651,1,2,Passenger 651,female,6,2,1,TKT10651,14.36,,S
1944,1,2,Passenger 1944,female,4,4,1,TKT11944,34.87,C90,
1530,1,2,Passenger 1530,male,76,0,0,TKT11530,40.92,C12,S
415,0,1,Passenger 415,male,68,3,2,TKT10415,86.38,,
1660,0,2,Passenger 1660,female,,3,2,TKT11660,6.66,,C
672,0,1,Passenger 672,male,,1,1,TKT10672,115.26,C35,C
